IP,Host,Port,Subject_CN,Issuer_CN,SAN,Pubkey_Type,Pubkey_Bits,Sig_Algo,NotBefore,NotAfter,Validity_Days,Days_Remaining,Fingerprint,source
104.20.6.134,,443,creativecommons.org,WE1,*.creativecommons.org;creativecommons.org,ec,256,ecdsa-with-SHA256,2025-09-11T11:56:42,2025-12-10T12:56:39,90,18,186895cdecd9cffe6fe3f3ee5611e9e2138f8b23d94553d142a902bd6b4587db,nmap
111.13.149.108,,443,*.jd.com,GlobalSign RSA OV SSL CA 2018,*.3.cn;*.360buy.com;*.360buyimg.com;*.7fresh.com;*.baitiao.com;*.buyjingxi.com;*.chinabank.com.cn;*.e.jd.com;*.jd.cn;*.jd.co.th;*.jd.com;*.jd.hk;*.jddglobal.com;*.jdpay.com;*.jdx.com;*.jingdong.com;*.jingxi.com;*.joybuy.com;*.jr.jd.com;*.k.jd.com;*.local-pf.jd.com;*.m.jd.com;*.m.jingdong.com;*.m.yhd.com;*.pf.jd.com;*.shop.jd.com;*.wangyin.com;*.yhd.com;*.yiyaojd.com;3.cn;360buy.com;360buyimg.com;7fresh.com;baitiao.com;buyjingxi.com;chinabank.com.cn;jd.cn;jd.com;jd.hk;jddglobal.com;jdpay.com;jdx.com;jingdong.com;jingxi.com;wangyin.com;yhd.com;yiyaojd.com,rsa,2048,sha256WithRSAEncryption,2024-11-13T07:09:55,2025-12-15T07:09:54,396,23,1725f7b1bf34e1b3fb6ba68777e102683498454dc46ebae85f0df56aaac2163e,nmap
124.70.25.132,,443,*.csdn.net,GeoTrust CN RSA CA G1,*.csdn.net;csdn.net,rsa,2048,sha256WithRSAEncryption,2024-11-28T00:00:00,2025-11-27T23:59:59,364,6,769cd5630cba83110af9dd84d455fe999d3f39700800470f77dc4ce3ad2934f5,nmap
128.65.210.8,,443,www.spiegel.de,Sectigo RSA Domain Validation Secure Server CA,prod.www.spiegel.de;spiegel.de;www.spiegel.de,rsa,2048,sha256WithRSAEncryption,2024-11-18T00:00:00,2025-12-19T23:59:59,396,28,7bb681f27ec2cf253fbef1530ae153309b116f28f2a67008546d71ebdb432a09,nmap
131.252.210.176,,443,www.freedesktop.org,R12,distributions.freedesktop.org;farsight.freedesktop.org;fontconfig.freedesktop.org;fontconfig.org;freedesktop.org;geoclue.freedesktop.org;secure.freedesktop.org;www.fontconfig.org;www.freedesktop.org,rsa,2048,sha256WithRSAEncryption,2025-09-17T18:02:01,2025-12-16T18:02:00,89,24,0429d7c6b29d22cf061e3120c0ce302e3fa192c3caffca95c01613be940a188d,nmap
135.181.136.158,,443,rspamd.com,E8,rspamd.com;www.rspamd.com,ec,256,ecdsa-with-SHA384,2025-09-03T21:56:50,2025-12-02T21:56:49,89,11,05fc9c692a4907163f96fe4cad65228d6d75fd948956dae13a687e901a3ad9de,nmap
141.193.213.30,,443,atlas.site,WE1,*.atlas.site;atlas.site,ec,256,ecdsa-with-SHA256,2025-09-11T07:03:30,2025-12-10T08:02:59,90,18,77d9e9ff6b89b923f3f616e0880238b70a4d9cbd5e1e588c4a45660cb093b23f,nmap
144.82.250.24,,443,www.ucl.ac.uk,GEANT EV RSA CA 4,ucl.ac.uk;www.ucl.ac.uk,rsa,2048,sha384WithRSAEncryption,2024-11-05T00:00:00,2025-11-24T23:59:59,384,3,f251e87197285b31ef1b7e8f20a75837d91320b75adfe107809651ed11bacd2a,nmap
146.75.31.52,,443,t.sni-820-default.ssl.fastly.net,Certainly Intermediate R1,t.sni-820-default.ssl.fastly.net,rsa,2048,sha256WithRSAEncryption,2025-11-03T16:02:04,2025-12-03T16:02:03,29,11,8be563f0d71933f9d72a9f084e2a5a03f97b6b53389e2020f060ea3ba3773da5,nmap
147.136.140.56,,443,*.ads.shopee.io,R12,*.ads.shopee.io;*.api.fds.deep.shopeemobile.com;*.cloud.shopee.io;*.db.cmdb.shopeemobile.com;*.deep.shopeemobile.com;*.ds.shopee.io;*.rcmd.shopee.io;*.saops.shopeemobile.com;*.shopee.io;*.shopeemobile.com;*.ssc.shopeemobile.com;*.sz.shopee.io;api.fds.deep.shopeemobile.com;db.cmdb.shopeemobile.com;shopee.io;shopeemobile.com,rsa,2048,sha256WithRSAEncryption,2025-09-22T10:08:03,2025-12-21T10:08:02,89,29,a4debed8c01b76f68876a24c3e5168177ff7c54ecaf56e9755b2998e95e19a70,nmap
147.136.186.197,,443,*.ads.shopee.io,R12,*.ads.shopee.io;*.api.fds.deep.shopeemobile.com;*.cloud.shopee.io;*.db.cmdb.shopeemobile.com;*.deep.shopeemobile.com;*.ds.shopee.io;*.rcmd.shopee.io;*.saops.shopeemobile.com;*.shopee.io;*.shopeemobile.com;*.ssc.shopeemobile.com;*.sz.shopee.io;api.fds.deep.shopeemobile.com;db.cmdb.shopeemobile.com;shopee.io;shopeemobile.com,rsa,2048,sha256WithRSAEncryption,2025-09-22T10:08:03,2025-12-21T10:08:02,89,29,a4debed8c01b76f68876a24c3e5168177ff7c54ecaf56e9755b2998e95e19a70,nmap
151.101.1.55,,443,m.sni-311-default.ssl.fastly.net,Certainly Intermediate R1,m.sni-311-default.ssl.fastly.net,rsa,2048,sha256WithRSAEncryption,2025-11-03T15:56:50,2025-12-03T15:56:49,29,11,13420017053c042c756678210503886bfec8fe12ceee27580dec5ab3812d52df,nmap
151.101.128.144,,443,www.gov.uk,GlobalSign RSA OV SSL CA 2018,*.businesslink.gov.uk;*.cabinet-office.gov.uk;*.direct.gov.uk;*.publishing.service.gov.uk;api.gov.uk;assets.digital.cabinet-office.gov.uk;cabinet-office.gov.uk;data.gov.uk;dfid.gov.uk;gov.uk;service.gov.uk;www.data.gov.uk;www.gov.uk,rsa,2048,sha256WithRSAEncryption,2024-11-15T20:01:05,2025-12-17T20:01:04,396,25,3f25c17380cc38971207bf0eec790e568a983918c8ba4f0506ec56883a509029,nmap
151.101.192.144,,443,www.gov.uk,GlobalSign RSA OV SSL CA 2018,*.businesslink.gov.uk;*.cabinet-office.gov.uk;*.direct.gov.uk;*.publishing.service.gov.uk;api.gov.uk;assets.digital.cabinet-office.gov.uk;cabinet-office.gov.uk;data.gov.uk;dfid.gov.uk;gov.uk;service.gov.uk;www.data.gov.uk;www.gov.uk,rsa,2048,sha256WithRSAEncryption,2024-11-15T20:01:05,2025-12-17T20:01:04,396,25,3f25c17380cc38971207bf0eec790e568a983918c8ba4f0506ec56883a509029,nmap
151.101.194.159,,443,app.getflywheel.com,Sectigo RSA Domain Validation Secure Server CA,*.getf.ly;*.getflywheel.com;*.sitesandservices.com;app.getflywheel.com;sitesandservices.com,rsa,2048,sha256WithRSAEncryption,2024-10-28T00:00:00,2025-11-27T23:59:59,395,6,5c4beee4ded1d22ff4a7c3aab87a5e6febb8b7cbc4589b15518607b6e0839643,nmap
151.101.65.153,,443,shield-thortest-lv1.nfl.com,R12,*.shield-thortest-lv1.nfl.com;shield-thortest-lv1.nfl.com;stg-shield-thortest-lv1.nfl.com;v-shield-thortest-lv1.nfl.com,rsa,4096,sha256WithRSAEncryption,2025-09-22T06:16:49,2025-12-21T06:16:48,89,29,7f091049fb0d8300f29d4f403bf9595e67e171ecdbc661c87bf433992d5ee6e4,nmap
162.125.248.18,,443,*.dropbox.com,DigiCert TLS RSA SHA256 2020 CA1,*.dropbox.com;dropbox.com,rsa,2048,sha256WithRSAEncryption,2024-11-12T00:00:00,2025-12-08T23:59:59,391,17,4b016e8ac76e528bfc4872bd0efcb09fb7b0cc5d4d0c0491a235bbfeb5a63e35,nmap
162.159.138.60,,443,vimeo.com,WE1,*.vimeo.com;vimeo.com,ec,256,ecdsa-with-SHA256,2025-09-14T10:52:33,2025-12-13T11:52:00,90,21,332776ba851067b08f363be605d8161ba42f9dd26f37f413fd07d13962615702,nmap
